10-Sep-2014 15:46:23
D:\Secondlife-32\Matlab\BeadSynthesizerV3.0\Scripts\SynthesisLog_20140910-01.txt
BEAD PRODUCTION LOG
Chip serial code: BS3.0-PMF-07.30.14-ch02
Sm = [0.00  0.06  0.14  0.24  0.37  0.55  0.78]
Dy = [0.00  0.05  0.11  0.20  0.32  0.49  0.71]
Tm = [0.00  0.06  0.15  0.28  0.47  0.76]
Mixer cleaning time = 6.00 sec
Mixing time = 1.00 min 45.00 sec
Drop stabilization time = 30.00 sec
UV polymerization time = 2.00 min 30.00 sec
Polymerization channel = Polymerization
Resistances Mixer 1 = [Sm, Dy, Tm, Eu, mix] [14.00  14.35  14.22  14.00   0.74]
Resistances Mix2r 2 = [Sm, Dy, Tm, Eu, mix] [14.97  14.74  15.90  14.00   0.29]
Oil: ch = 3, press = 8.00 psi
Push Water: ch = 2, press = 6.00 psi
Lanthanide MFCS Channels: [Sm, Dy, Tm, Eu]  [6,  7,  4,  5,]
Lanthanide Valves: [Sm, Dy, Tm, Eu]  [C2,  C3,  C4,  C1]
Mixer 1
Code#	Flow_Sm	Flow_Dy	Flow_Tm	Flow_Eu	P_Sm	P_Dy	P_Tm	P_Eu
11-Sep-2014 00:52:38 Setting valves: 11 to 0
% Making Code # 103 = [0.14  0.49  0.15  0.23]
11-Sep-2014 00:55:44 Setting valves: 11 to 1
11-Sep-2014 00:55:44 Setting valves: 11 to 1
11-Sep-2014 00:55:44 Setting valves: 13 to 1
11-Sep-2014 00:55:45 Setting valves: 12  18 to 0  0
11-Sep-2014 00:55:45 Setting valves: 24 to 0
11-Sep-2014 00:55:46 Setting valves: 31 to 0
11-Sep-2014 00:55:53 Setting valves: 24 to 1
11-Sep-2014 00:55:54 Setting valves: 20 to 0
11-Sep-2014 00:55:54 Setting valves: 22 to 0
11-Sep-2014 00:55:54 Setting valves: 23 to 0
11-Sep-2014 00:55:54 Setting valves: 19 to 0
11-Sep-2014 00:57:40 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 00:57:41 Setting valves: 12  18 to 1  1
11-Sep-2014 00:57:41 Setting valves: 16 to 0
11-Sep-2014 00:57:42 Setting valves: 13 to 0
11-Sep-2014 00:57:58 Setting valves: 11 to 0
% Making Code # 104 = [0.14  0.49  0.28  0.10]
11-Sep-2014 01:01:03 Setting valves: 11 to 1
11-Sep-2014 01:01:04 Setting valves: 11 to 1
11-Sep-2014 01:01:04 Setting valves: 13 to 1
11-Sep-2014 01:01:04 Setting valves: 12  18 to 0  0
11-Sep-2014 01:01:05 Setting valves: 24 to 0
11-Sep-2014 01:01:06 Setting valves: 31 to 0
11-Sep-2014 01:01:13 Setting valves: 24 to 1
11-Sep-2014 01:01:14 Setting valves: 20 to 0
11-Sep-2014 01:01:14 Error: expected to set values 0 read back 1
11-Sep-2014 01:01:14 Retried setting valves; succeeded!
11-Sep-2014 01:01:14 Setting valves: 22 to 0
11-Sep-2014 01:01:14 Setting valves: 19 to 0
11-Sep-2014 01:03:00 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 01:03:00 Setting valves: 12  18 to 1  1
11-Sep-2014 01:03:01 Setting valves: 16 to 0
11-Sep-2014 01:03:01 Setting valves: 13 to 0
11-Sep-2014 01:03:18 Setting valves: 11 to 0
% Making Code # 105 = [0.14  0.71  0.00  0.15]
11-Sep-2014 01:06:24 Setting valves: 11 to 1
11-Sep-2014 01:06:24 Setting valves: 11 to 1
11-Sep-2014 01:06:24 Setting valves: 13 to 1
11-Sep-2014 01:06:25 Setting valves: 12  18 to 0  0
11-Sep-2014 01:06:25 Setting valves: 24 to 0
11-Sep-2014 01:06:26 Setting valves: 31 to 0
11-Sep-2014 01:06:33 Setting valves: 24 to 1
11-Sep-2014 01:06:34 Setting valves: 20 to 0
11-Sep-2014 01:06:34 Setting valves: 22 to 0
11-Sep-2014 01:06:34 Setting valves: 23 to 0
11-Sep-2014 01:06:34 Setting valves: 19 to 0
11-Sep-2014 01:08:20 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 01:08:20 Setting valves: 12  18 to 1  1
11-Sep-2014 01:08:21 Setting valves: 16 to 0
11-Sep-2014 01:08:21 Setting valves: 13 to 0
11-Sep-2014 01:08:38 Setting valves: 11 to 0
% Making Code # 106 = [0.14  0.71  0.06  0.09]
11-Sep-2014 01:11:43 Setting valves: 11 to 1
11-Sep-2014 01:11:44 Setting valves: 11 to 1
11-Sep-2014 01:11:44 Setting valves: 13 to 1
11-Sep-2014 01:11:44 Setting valves: 12  18 to 0  0
11-Sep-2014 01:11:45 Setting valves: 24 to 0
11-Sep-2014 01:11:46 Setting valves: 31 to 0
11-Sep-2014 01:11:53 Setting valves: 24 to 1
11-Sep-2014 01:11:54 Setting valves: 20 to 0
11-Sep-2014 01:11:54 Setting valves: 22 to 0
11-Sep-2014 01:11:54 Setting valves: 23 to 0
11-Sep-2014 01:11:54 Setting valves: 19 to 0
11-Sep-2014 01:13:40 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 01:13:40 Setting valves: 12  18 to 1  1
11-Sep-2014 01:13:41 Setting valves: 16 to 0
11-Sep-2014 01:13:41 Setting valves: 13 to 0
11-Sep-2014 01:13:58 Setting valves: 11 to 0
% Making Code # 107 = [0.14  0.71  0.15  0.00]
11-Sep-2014 01:17:04 Setting valves: 11 to 1
11-Sep-2014 01:17:04 Setting valves: 11 to 1
11-Sep-2014 01:17:04 Setting valves: 13 to 1
11-Sep-2014 01:17:05 Setting valves: 12  18 to 0  0
11-Sep-2014 01:17:05 Setting valves: 24 to 0
11-Sep-2014 01:17:06 Setting valves: 31 to 0
11-Sep-2014 01:17:13 Setting valves: 24 to 1
11-Sep-2014 01:17:14 Setting valves: 20 to 0
11-Sep-2014 01:17:14 Setting valves: 19 to 0
11-Sep-2014 01:19:00 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 01:19:00 Setting valves: 12  18 to 1  1
11-Sep-2014 01:19:01 Setting valves: 16 to 0
11-Sep-2014 01:19:01 Setting valves: 13 to 0
11-Sep-2014 01:19:18 Setting valves: 11 to 0
% Making Code # 108 = [0.24  0.00  0.00  0.76]
11-Sep-2014 01:22:24 Setting valves: 11 to 1
11-Sep-2014 01:22:24 Setting valves: 11 to 1
11-Sep-2014 01:22:24 Setting valves: 13 to 1
11-Sep-2014 01:22:25 Setting valves: 12  18 to 0  0
11-Sep-2014 01:22:25 Setting valves: 24 to 0
11-Sep-2014 01:22:26 Setting valves: 31 to 0
11-Sep-2014 01:22:33 Setting valves: 24 to 1
11-Sep-2014 01:22:34 Setting valves: 20 to 0
11-Sep-2014 01:22:34 Setting valves: 23 to 0
11-Sep-2014 01:22:34 Setting valves: 19 to 0
11-Sep-2014 01:24:20 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 01:24:20 Setting valves: 12  18 to 1  1
11-Sep-2014 01:24:21 Setting valves: 16 to 0
11-Sep-2014 01:24:21 Setting valves: 13 to 0
11-Sep-2014 01:24:38 Setting valves: 11 to 0
% Making Code # 109 = [0.24  0.00  0.06  0.70]
11-Sep-2014 01:27:43 Setting valves: 11 to 1
11-Sep-2014 01:27:44 Setting valves: 11 to 1
11-Sep-2014 01:27:44 Setting valves: 13 to 1
11-Sep-2014 01:27:44 Setting valves: 12  18 to 0  0
11-Sep-2014 01:27:45 Setting valves: 24 to 0
11-Sep-2014 01:27:46 Setting valves: 31 to 0
11-Sep-2014 01:27:53 Setting valves: 24 to 1
11-Sep-2014 01:27:54 Setting valves: 20 to 0
11-Sep-2014 01:27:54 Setting valves: 23 to 0
11-Sep-2014 01:27:54 Setting valves: 19 to 0
11-Sep-2014 01:29:40 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 01:29:40 Setting valves: 12  18 to 1  1
11-Sep-2014 01:29:41 Setting valves: 16 to 0
11-Sep-2014 01:29:41 Setting valves: 13 to 0
11-Sep-2014 01:29:58 Setting valves: 11 to 0
% Making Code # 110 = [0.24  0.00  0.15  0.61]
11-Sep-2014 01:33:03 Setting valves: 11 to 1
11-Sep-2014 01:33:04 Setting valves: 11 to 1
11-Sep-2014 01:33:04 Setting valves: 13 to 1
11-Sep-2014 01:33:05 Setting valves: 12  18 to 0  0
11-Sep-2014 01:33:05 Setting valves: 24 to 0
11-Sep-2014 01:33:06 Setting valves: 31 to 0
11-Sep-2014 01:33:13 Setting valves: 24 to 1
11-Sep-2014 01:33:14 Setting valves: 20 to 0
11-Sep-2014 01:33:14 Setting valves: 23 to 0
11-Sep-2014 01:33:14 Setting valves: 19 to 0
11-Sep-2014 01:35:00 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 01:35:00 Setting valves: 12  18 to 1  1
11-Sep-2014 01:35:01 Setting valves: 16 to 0
11-Sep-2014 01:35:01 Setting valves: 13 to 0
11-Sep-2014 01:35:18 Setting valves: 11 to 0
% Making Code # 111 = [0.24  0.00  0.28  0.48]
11-Sep-2014 01:38:24 Setting valves: 11 to 1
11-Sep-2014 01:38:24 Setting valves: 11 to 1
11-Sep-2014 01:38:24 Setting valves: 13 to 1
11-Sep-2014 01:38:25 Setting valves: 12  18 to 0  0
11-Sep-2014 01:38:25 Setting valves: 24 to 0
11-Sep-2014 01:38:26 Setting valves: 31 to 0
11-Sep-2014 01:38:33 Setting valves: 24 to 1
11-Sep-2014 01:38:34 Setting valves: 20 to 0
11-Sep-2014 01:38:34 Error: expected to set values 0 read back 1
11-Sep-2014 01:38:34 Retried setting valves; succeeded!
11-Sep-2014 01:38:34 Setting valves: 23 to 0
11-Sep-2014 01:38:34 Setting valves: 19 to 0
11-Sep-2014 01:40:20 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 01:40:20 Setting valves: 12  18 to 1  1
11-Sep-2014 01:40:21 Setting valves: 16 to 0
11-Sep-2014 01:40:21 Setting valves: 13 to 0
11-Sep-2014 01:40:38 Setting valves: 11 to 0
% Making Code # 112 = [0.24  0.00  0.47  0.29]
11-Sep-2014 01:43:44 Setting valves: 11 to 1
11-Sep-2014 01:43:44 Setting valves: 11 to 1
11-Sep-2014 01:43:44 Setting valves: 13 to 1
11-Sep-2014 01:43:45 Setting valves: 12  18 to 0  0
11-Sep-2014 01:43:46 Setting valves: 24 to 0
11-Sep-2014 01:43:46 Setting valves: 31 to 0
11-Sep-2014 01:43:53 Setting valves: 24 to 1
11-Sep-2014 01:43:54 Setting valves: 20 to 0
11-Sep-2014 01:43:54 Setting valves: 23 to 0
11-Sep-2014 01:43:54 Setting valves: 19 to 0
11-Sep-2014 01:45:40 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 01:45:40 Setting valves: 12  18 to 1  1
11-Sep-2014 01:45:41 Setting valves: 16 to 0
11-Sep-2014 01:45:41 Setting valves: 13 to 0
11-Sep-2014 01:45:58 Setting valves: 11 to 0
% Making Code # 113 = [0.24  0.00  0.76  0.01]
11-Sep-2014 01:49:03 Setting valves: 11 to 1
11-Sep-2014 01:49:04 Setting valves: 11 to 1
11-Sep-2014 01:49:04 Setting valves: 13 to 1
11-Sep-2014 01:49:04 Setting valves: 12  18 to 0  0
11-Sep-2014 01:49:05 Setting valves: 24 to 0
11-Sep-2014 01:49:06 Setting valves: 31 to 0
11-Sep-2014 01:49:13 Setting valves: 24 to 1
11-Sep-2014 01:49:14 Setting valves: 20 to 0
11-Sep-2014 01:49:14 Setting valves: 22 to 0
11-Sep-2014 01:49:14 Setting valves: 19 to 0
11-Sep-2014 01:51:00 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 01:51:00 Setting valves: 12  18 to 1  1
11-Sep-2014 01:51:00 Setting valves: 16 to 0
11-Sep-2014 01:51:01 Setting valves: 13 to 0
11-Sep-2014 01:51:18 Setting valves: 11 to 0
% Making Code # 114 = [0.24  0.05  0.00  0.71]
11-Sep-2014 01:54:24 Setting valves: 11 to 1
11-Sep-2014 01:54:24 Setting valves: 11 to 1
11-Sep-2014 01:54:24 Setting valves: 13 to 1
11-Sep-2014 01:54:25 Setting valves: 12  18 to 0  0
11-Sep-2014 01:54:26 Setting valves: 24 to 0
11-Sep-2014 01:54:26 Setting valves: 31 to 0
11-Sep-2014 01:54:33 Setting valves: 24 to 1
11-Sep-2014 01:54:34 Setting valves: 20 to 0
11-Sep-2014 01:54:34 Setting valves: 22 to 0
11-Sep-2014 01:54:34 Setting valves: 23 to 0
11-Sep-2014 01:54:34 Setting valves: 19 to 0
11-Sep-2014 01:56:20 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 01:56:20 Setting valves: 12  18 to 1  1
11-Sep-2014 01:56:21 Setting valves: 16 to 0
11-Sep-2014 01:56:21 Setting valves: 13 to 0
11-Sep-2014 01:56:38 Setting valves: 11 to 0
% Making Code # 115 = [0.24  0.05  0.06  0.65]
11-Sep-2014 01:59:44 Setting valves: 11 to 1
11-Sep-2014 01:59:44 Setting valves: 11 to 1
11-Sep-2014 01:59:44 Setting valves: 13 to 1
11-Sep-2014 01:59:45 Setting valves: 12  18 to 0  0
11-Sep-2014 01:59:45 Setting valves: 24 to 0
11-Sep-2014 01:59:46 Setting valves: 31 to 0
11-Sep-2014 01:59:53 Setting valves: 24 to 1
11-Sep-2014 01:59:54 Setting valves: 20 to 0
11-Sep-2014 01:59:54 Setting valves: 22 to 0
11-Sep-2014 01:59:54 Setting valves: 23 to 0
11-Sep-2014 01:59:54 Setting valves: 19 to 0
11-Sep-2014 02:01:40 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 02:01:40 Setting valves: 12  18 to 1  1
11-Sep-2014 02:01:40 Setting valves: 16 to 0
11-Sep-2014 02:01:41 Setting valves: 13 to 0
11-Sep-2014 02:01:58 Setting valves: 11 to 0
% Making Code # 116 = [0.24  0.05  0.15  0.56]
11-Sep-2014 02:05:03 Setting valves: 11 to 1
11-Sep-2014 02:05:04 Setting valves: 11 to 1
11-Sep-2014 02:05:04 Setting valves: 13 to 1
11-Sep-2014 02:05:04 Setting valves: 12  18 to 0  0
11-Sep-2014 02:05:05 Setting valves: 24 to 0
11-Sep-2014 02:05:06 Setting valves: 31 to 0
11-Sep-2014 02:05:13 Setting valves: 24 to 1
11-Sep-2014 02:05:14 Setting valves: 20 to 0
11-Sep-2014 02:05:14 Setting valves: 22 to 0
11-Sep-2014 02:05:14 Setting valves: 23 to 0
11-Sep-2014 02:05:14 Setting valves: 19 to 0
11-Sep-2014 02:07:00 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 02:07:00 Setting valves: 12  18 to 1  1
11-Sep-2014 02:07:01 Setting valves: 16 to 0
11-Sep-2014 02:07:01 Setting valves: 13 to 0
11-Sep-2014 02:07:18 Setting valves: 11 to 0
% Making Code # 117 = [0.24  0.05  0.28  0.43]
11-Sep-2014 02:10:23 Setting valves: 11 to 1
11-Sep-2014 02:10:24 Setting valves: 11 to 1
11-Sep-2014 02:10:24 Setting valves: 13 to 1
11-Sep-2014 02:10:24 Setting valves: 12  18 to 0  0
11-Sep-2014 02:10:25 Setting valves: 24 to 0
11-Sep-2014 02:10:26 Setting valves: 31 to 0
11-Sep-2014 02:10:33 Setting valves: 24 to 1
11-Sep-2014 02:10:34 Setting valves: 20 to 0
11-Sep-2014 02:10:34 Error: expected to set values 0 read back 1
11-Sep-2014 02:10:34 Retried setting valves; succeeded!
11-Sep-2014 02:10:34 Setting valves: 22 to 0
11-Sep-2014 02:10:34 Setting valves: 23 to 0
11-Sep-2014 02:10:34 Setting valves: 19 to 0
11-Sep-2014 02:12:20 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 02:12:20 Setting valves: 12  18 to 1  1
11-Sep-2014 02:12:21 Setting valves: 16 to 0
11-Sep-2014 02:12:21 Setting valves: 13 to 0
11-Sep-2014 02:12:38 Setting valves: 11 to 0
% Making Code # 118 = [0.24  0.05  0.47  0.24]
11-Sep-2014 02:15:44 Setting valves: 11 to 1
11-Sep-2014 02:15:44 Setting valves: 11 to 1
11-Sep-2014 02:15:44 Setting valves: 13 to 1
11-Sep-2014 02:15:45 Setting valves: 12  18 to 0  0
11-Sep-2014 02:15:45 Setting valves: 24 to 0
11-Sep-2014 02:15:46 Setting valves: 31 to 0
11-Sep-2014 02:15:53 Setting valves: 24 to 1
11-Sep-2014 02:15:54 Setting valves: 20 to 0
11-Sep-2014 02:15:54 Setting valves: 22 to 0
11-Sep-2014 02:15:54 Setting valves: 19 to 0
11-Sep-2014 02:17:40 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 02:17:40 Setting valves: 12  18 to 1  1
11-Sep-2014 02:17:41 Setting valves: 16 to 0
11-Sep-2014 02:17:41 Setting valves: 13 to 0
11-Sep-2014 02:17:58 Setting valves: 11 to 0
% Making Code # 119 = [0.24  0.11  0.00  0.65]
11-Sep-2014 02:21:03 Setting valves: 11 to 1
11-Sep-2014 02:21:04 Setting valves: 11 to 1
11-Sep-2014 02:21:04 Setting valves: 13 to 1
11-Sep-2014 02:21:04 Setting valves: 12  18 to 0  0
11-Sep-2014 02:21:05 Setting valves: 24 to 0
11-Sep-2014 02:21:06 Setting valves: 31 to 0
11-Sep-2014 02:21:13 Setting valves: 24 to 1
11-Sep-2014 02:21:14 Setting valves: 20 to 0
11-Sep-2014 02:21:14 Setting valves: 22 to 0
11-Sep-2014 02:21:14 Setting valves: 23 to 0
11-Sep-2014 02:21:14 Setting valves: 19 to 0
11-Sep-2014 02:23:00 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 02:23:00 Setting valves: 12  18 to 1  1
11-Sep-2014 02:23:01 Setting valves: 16 to 0
11-Sep-2014 02:23:01 Setting valves: 13 to 0
11-Sep-2014 02:23:18 Setting valves: 11 to 0
% Making Code # 120 = [0.24  0.11  0.06  0.59]
11-Sep-2014 02:26:24 Setting valves: 11 to 1
11-Sep-2014 02:26:24 Setting valves: 11 to 1
11-Sep-2014 02:26:24 Setting valves: 13 to 1
11-Sep-2014 02:26:25 Setting valves: 12  18 to 0  0
11-Sep-2014 02:26:25 Setting valves: 24 to 0
11-Sep-2014 02:26:26 Setting valves: 31 to 0
11-Sep-2014 02:26:33 Setting valves: 24 to 1
11-Sep-2014 02:26:34 Setting valves: 20 to 0
11-Sep-2014 02:26:34 Setting valves: 22 to 0
11-Sep-2014 02:26:34 Setting valves: 23 to 0
11-Sep-2014 02:26:34 Setting valves: 19 to 0
11-Sep-2014 02:28:20 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 02:28:20 Setting valves: 12  18 to 1  1
11-Sep-2014 02:28:21 Setting valves: 16 to 0
11-Sep-2014 02:28:21 Setting valves: 13 to 0
11-Sep-2014 02:28:38 Setting valves: 11 to 0
% Making Code # 121 = [0.24  0.11  0.15  0.50]
11-Sep-2014 02:31:44 Setting valves: 11 to 1
11-Sep-2014 02:31:44 Setting valves: 11 to 1
11-Sep-2014 02:31:44 Setting valves: 13 to 1
11-Sep-2014 02:31:45 Setting valves: 12  18 to 0  0
11-Sep-2014 02:31:45 Setting valves: 24 to 0
11-Sep-2014 02:31:46 Setting valves: 31 to 0
11-Sep-2014 02:31:53 Setting valves: 24 to 1
11-Sep-2014 02:31:54 Setting valves: 20 to 0
11-Sep-2014 02:31:54 Setting valves: 22 to 0
11-Sep-2014 02:31:54 Setting valves: 23 to 0
11-Sep-2014 02:31:54 Setting valves: 19 to 0
11-Sep-2014 02:33:40 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 02:33:40 Setting valves: 12  18 to 1  1
11-Sep-2014 02:33:41 Setting valves: 16 to 0
11-Sep-2014 02:33:41 Setting valves: 13 to 0
11-Sep-2014 02:33:58 Setting valves: 11 to 0
% Making Code # 122 = [0.24  0.11  0.28  0.37]
11-Sep-2014 02:37:04 Setting valves: 11 to 1
11-Sep-2014 02:37:04 Setting valves: 11 to 1
11-Sep-2014 02:37:04 Setting valves: 13 to 1
11-Sep-2014 02:37:05 Setting valves: 12  18 to 0  0
11-Sep-2014 02:37:05 Setting valves: 24 to 0
11-Sep-2014 02:37:06 Setting valves: 31 to 0
11-Sep-2014 02:37:13 Setting valves: 24 to 1
11-Sep-2014 02:37:14 Setting valves: 20 to 0
11-Sep-2014 02:37:14 Setting valves: 22 to 0
11-Sep-2014 02:37:14 Setting valves: 23 to 0
11-Sep-2014 02:37:14 Setting valves: 19 to 0
11-Sep-2014 02:39:00 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 02:39:00 Setting valves: 12  18 to 1  1
11-Sep-2014 02:39:00 Setting valves: 16 to 0
11-Sep-2014 02:39:01 Setting valves: 13 to 0
11-Sep-2014 02:39:18 Setting valves: 11 to 0
% Making Code # 123 = [0.24  0.11  0.47  0.18]
11-Sep-2014 02:42:23 Setting valves: 11 to 1
11-Sep-2014 02:42:24 Setting valves: 11 to 1
11-Sep-2014 02:42:24 Setting valves: 13 to 1
11-Sep-2014 02:42:24 Setting valves: 12  18 to 0  0
11-Sep-2014 02:42:25 Setting valves: 24 to 0
11-Sep-2014 02:42:26 Setting valves: 31 to 0
11-Sep-2014 02:42:33 Setting valves: 24 to 1
11-Sep-2014 02:42:34 Setting valves: 20 to 0
11-Sep-2014 02:42:34 Setting valves: 22 to 0
11-Sep-2014 02:42:34 Setting valves: 19 to 0
11-Sep-2014 02:44:20 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 02:44:20 Setting valves: 12  18 to 1  1
11-Sep-2014 02:44:21 Setting valves: 16 to 0
11-Sep-2014 02:44:21 Setting valves: 13 to 0
11-Sep-2014 02:44:38 Setting valves: 11 to 0
% Making Code # 124 = [0.24  0.20  0.00  0.56]
11-Sep-2014 02:47:44 Setting valves: 11 to 1
11-Sep-2014 02:47:44 Setting valves: 11 to 1
11-Sep-2014 02:47:44 Setting valves: 13 to 1
11-Sep-2014 02:47:45 Setting valves: 12  18 to 0  0
11-Sep-2014 02:47:45 Setting valves: 24 to 0
11-Sep-2014 02:47:46 Setting valves: 31 to 0
11-Sep-2014 02:47:53 Setting valves: 24 to 1
11-Sep-2014 02:47:54 Setting valves: 20 to 0
11-Sep-2014 02:47:54 Setting valves: 22 to 0
11-Sep-2014 02:47:54 Setting valves: 23 to 0
11-Sep-2014 02:47:54 Setting valves: 19 to 0
11-Sep-2014 02:49:40 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 02:49:40 Setting valves: 12  18 to 1  1
11-Sep-2014 02:49:41 Setting valves: 16 to 0
11-Sep-2014 02:49:42 Setting valves: 13 to 0
11-Sep-2014 02:49:58 Setting valves: 11 to 0
% Making Code # 125 = [0.24  0.20  0.06  0.50]
11-Sep-2014 02:53:03 Setting valves: 11 to 1
11-Sep-2014 02:53:04 Setting valves: 11 to 1
11-Sep-2014 02:53:04 Setting valves: 13 to 1
11-Sep-2014 02:53:04 Setting valves: 12  18 to 0  0
11-Sep-2014 02:53:05 Setting valves: 24 to 0
11-Sep-2014 02:53:06 Setting valves: 31 to 0
11-Sep-2014 02:53:13 Setting valves: 24 to 1
11-Sep-2014 02:53:14 Setting valves: 20 to 0
11-Sep-2014 02:53:14 Setting valves: 22 to 0
11-Sep-2014 02:53:14 Setting valves: 23 to 0
11-Sep-2014 02:53:14 Setting valves: 19 to 0
11-Sep-2014 02:55:00 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 02:55:00 Setting valves: 12  18 to 1  1
11-Sep-2014 02:55:01 Setting valves: 16 to 0
11-Sep-2014 02:55:01 Setting valves: 13 to 0
11-Sep-2014 02:55:18 Setting valves: 11 to 0
% Making Code # 126 = [0.24  0.20  0.15  0.41]
11-Sep-2014 02:58:23 Setting valves: 11 to 1
11-Sep-2014 02:58:24 Setting valves: 11 to 1
11-Sep-2014 02:58:24 Setting valves: 13 to 1
11-Sep-2014 02:58:24 Setting valves: 12  18 to 0  0
11-Sep-2014 02:58:25 Setting valves: 24 to 0
11-Sep-2014 02:58:26 Setting valves: 31 to 0
11-Sep-2014 02:58:33 Setting valves: 24 to 1
11-Sep-2014 02:58:34 Setting valves: 20 to 0
11-Sep-2014 02:58:34 Setting valves: 22 to 0
11-Sep-2014 02:58:34 Setting valves: 23 to 0
11-Sep-2014 02:58:34 Setting valves: 19 to 0
11-Sep-2014 03:00:20 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 03:00:20 Setting valves: 12  18 to 1  1
11-Sep-2014 03:00:21 Setting valves: 16 to 0
11-Sep-2014 03:00:22 Setting valves: 13 to 0
11-Sep-2014 03:00:38 Setting valves: 11 to 0
% Making Code # 127 = [0.24  0.20  0.28  0.28]
11-Sep-2014 03:03:43 Setting valves: 11 to 1
11-Sep-2014 03:03:44 Setting valves: 11 to 1
11-Sep-2014 03:03:44 Setting valves: 13 to 1
11-Sep-2014 03:03:44 Setting valves: 12  18 to 0  0
11-Sep-2014 03:03:45 Setting valves: 24 to 0
11-Sep-2014 03:03:46 Setting valves: 31 to 0
11-Sep-2014 03:03:53 Setting valves: 24 to 1
11-Sep-2014 03:03:54 Setting valves: 20 to 0
11-Sep-2014 03:03:54 Setting valves: 22 to 0
11-Sep-2014 03:03:54 Setting valves: 23 to 0
11-Sep-2014 03:03:54 Setting valves: 19 to 0
11-Sep-2014 03:05:40 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 03:05:40 Setting valves: 12  18 to 1  1
11-Sep-2014 03:05:41 Setting valves: 16 to 0
11-Sep-2014 03:05:41 Setting valves: 13 to 0
11-Sep-2014 03:05:58 Setting valves: 11 to 0
% Making Code # 128 = [0.24  0.20  0.47  0.09]
11-Sep-2014 03:09:04 Setting valves: 11 to 1
11-Sep-2014 03:09:04 Setting valves: 11 to 1
11-Sep-2014 03:09:04 Setting valves: 13 to 1
11-Sep-2014 03:09:05 Setting valves: 12  18 to 0  0
11-Sep-2014 03:09:05 Error: expected to set values 0  0 read back 1  1
11-Sep-2014 03:09:05 Retried setting valves; succeeded!
11-Sep-2014 03:09:06 Setting valves: 24 to 0
11-Sep-2014 03:09:06 Setting valves: 31 to 0
11-Sep-2014 03:09:13 Setting valves: 24 to 1
11-Sep-2014 03:09:14 Setting valves: 20 to 0
11-Sep-2014 03:09:14 Setting valves: 22 to 0
11-Sep-2014 03:09:14 Setting valves: 19 to 0
11-Sep-2014 03:11:00 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 03:11:00 Setting valves: 12  18 to 1  1
11-Sep-2014 03:11:01 Setting valves: 16 to 0
11-Sep-2014 03:11:01 Setting valves: 13 to 0
11-Sep-2014 03:11:18 Setting valves: 11 to 0
% Making Code # 129 = [0.24  0.32  0.00  0.44]
11-Sep-2014 03:14:23 Setting valves: 11 to 1
11-Sep-2014 03:14:24 Setting valves: 11 to 1
11-Sep-2014 03:14:24 Setting valves: 13 to 1
11-Sep-2014 03:14:24 Setting valves: 12  18 to 0  0
11-Sep-2014 03:14:25 Setting valves: 24 to 0
11-Sep-2014 03:14:26 Setting valves: 31 to 0
11-Sep-2014 03:14:33 Setting valves: 24 to 1
11-Sep-2014 03:14:34 Setting valves: 20 to 0
11-Sep-2014 03:14:34 Setting valves: 22 to 0
11-Sep-2014 03:14:34 Setting valves: 23 to 0
11-Sep-2014 03:14:34 Setting valves: 19 to 0
11-Sep-2014 03:16:19 Setting valves: 20  22  23  19 to 1  1  1  1
11-Sep-2014 03:16:20 Setting valves: 12  18 to 1  1
11-Sep-2014 03:16:20 Setting valves: 16 to 0
11-Sep-2014 03:16:20 Setting valves: 13 to 0
11-Sep-2014 03:16:36 Setting valves: 11 to 0
% Making Code # 130 = [0.24  0.32  0.06  0.38]
11-Sep-2014 03:19:39 Setting valves: 11 to 1
