21-Nov-2014 16:52:38
D:\Secondlife-32\Matlab\BeadSynthesizerV3.0\Scripts\SynthesisLog_20141121-01.txt
BEAD PRODUCTION LOG
Chip serial code: BS3.0-PMF-07.25.14-ch03
Mixer cleaning time = 6.00 sec
Mixing time = 1.00 min 45.00 sec
Drop stabilization time = 30.00 sec
UV polymerization time = 2.00 min 30.00 sec
Polymerization channel = Polymerization
Resistances Mixer 1 = [Sm, Dy, Tm, CeTb, Eu, mix] [15.98  14.62  15.27  17.05  14.00   0.63]
Resistances Mix2r 2 = [Sm, Dy, Tm, CeTb, Eu, mix] [14.97  14.74  15.90  14.00  14.00   0.29]
Oil: ch = 3, press = 8.00 psi
Push Water: ch = 2, press = 7.00 psi
Lanthanide MFCS Channels: [Sm, Dy, Tm, CeTb, Eu]  [6,  7,  4,  1,  5,]
Lanthanide Valves: [Sm, Dy, Tm, CeTb, Eu]  [C2,  C3,  C4,  C6,  C1]
Mixer 1
Code#	Flow_Sm	Flow_Dy	Flow_Tm	Flow_CeTb	Flow_Eu	P_Sm	P_Dy	P_Tm	P_CeTb	P_Eu
139	0.05	0.77	0.00	0.00	0.18	1.48	11.92	 0.63	 0.63	 3.09
140	0.12	0.00	0.49	0.00	0.39	2.63	0.63	8.09	0.63	6.05
141	0.00	0.03	0.07	0.00	0.90	0.63	 1.14	 1.66	 0.63	13.21
142	0.05	0.24	0.47	0.00	0.24	1.48	4.10	7.75	0.63	4.05
143	0.12	0.08	0.00	0.00	0.79	2.63	 1.83	 0.63	 0.63	11.75
144	0.00	0.08	0.09	0.20	0.63	0.63	1.83	2.04	4.04	9.40
145	0.35	0.00	0.05	0.00	0.60	6.30	0.63	1.38	0.63	8.99
146	0.53	0.00	0.26	0.00	0.20	9.18	0.63	4.68	0.63	3.44
147	0.05	0.36	0.00	0.00	0.59	1.48	5.93	0.63	0.63	8.83
148	0.35	0.08	0.00	0.20	0.36	6.30	1.83	0.63	4.04	5.73
149	0.22	0.03	0.07	0.20	0.48	4.18	1.14	1.66	4.04	7.30
150	0.53	0.08	0.09	0.20	0.09	9.18	1.83	2.04	4.04	1.92
151	0.53	0.03	0.00	0.20	0.23	9.18	1.14	0.63	4.04	3.87
152	0.35	0.36	0.00	0.20	0.08	6.30	5.93	0.63	4.04	1.80
153	0.12	0.08	0.09	0.20	0.50	2.63	1.83	2.04	4.04	7.65
154	0.22	0.08	0.09	0.20	0.40	4.18	1.83	2.04	4.04	6.29
155	0.05	0.00	0.49	0.00	0.46	1.48	0.63	8.09	0.63	7.05
156	0.78	0.08	0.09	0.00	0.05	13.08	 1.83	 2.04	 0.63	 1.29
157	0.12	0.03	0.18	0.20	0.46	2.63	1.14	3.36	4.04	7.11
158	0.22	0.00	0.00	0.00	0.78	4.18	 0.63	 0.63	 0.63	11.52
159	0.35	0.08	0.09	0.00	0.47	6.30	1.83	2.04	0.63	7.23
160	0.53	0.03	0.18	0.00	0.25	9.18	1.14	3.36	0.63	4.17
161	0.00	0.15	0.34	0.00	0.51	0.63	2.78	5.80	0.63	7.84
162	0.00	0.00	0.86	0.00	0.14	0.63	 0.63	13.76	 0.63	 2.60
163	0.35	0.36	0.24	0.00	0.04	6.30	5.93	4.32	0.63	1.22
164	0.05	0.36	0.24	0.20	0.14	1.48	5.93	4.32	4.04	2.65
165	0.12	0.15	0.00	0.00	0.73	2.63	 2.78	 0.63	 0.63	10.83
166	0.53	0.00	0.00	0.00	0.47	9.18	0.63	0.63	0.63	7.15
167	0.05	0.00	0.13	0.79	0.02	1.48	 0.63	 2.62	14.17	 0.96
168	0.53	0.15	0.13	0.00	0.19	9.18	2.78	2.57	0.63	3.31
169	0.35	0.00	0.05	0.20	0.40	6.30	0.63	1.38	4.04	6.19
170	0.00	0.36	0.24	0.20	0.20	0.63	5.93	4.32	4.04	3.39
171	0.12	0.00	0.00	0.79	0.08	2.63	 0.63	 0.63	14.17	 1.78
172	0.12	0.03	0.00	0.00	0.84	2.63	 1.14	 0.63	 0.63	12.41
173	0.00	0.00	0.13	0.79	0.08	0.63	 0.63	 2.62	14.17	 1.70
174	0.12	0.03	0.00	0.20	0.64	2.63	1.14	0.63	4.04	9.61
175	0.05	0.24	0.18	0.20	0.33	1.48	4.10	3.31	4.04	5.32
176	0.05	0.00	0.00	0.79	0.15	1.48	 0.63	 0.63	14.17	 2.78
177	0.35	0.15	0.34	0.00	0.16	6.30	2.78	5.80	0.63	2.88
178	0.05	0.00	0.49	0.20	0.26	1.48	0.63	8.09	4.04	4.25
179	0.05	0.03	0.36	0.20	0.35	1.48	1.14	6.19	4.04	5.52
180	0.00	0.03	0.00	0.20	0.77	0.63	 1.14	 0.63	 4.04	11.35
181	0.00	0.00	0.00	0.79	0.21	0.63	 0.63	 0.63	14.17	 3.52
182	0.12	0.36	0.00	0.20	0.31	2.63	5.93	0.63	4.04	5.02
183	0.22	0.00	0.26	0.00	0.51	4.18	0.63	4.68	0.63	7.82
184	0.05	0.03	0.00	0.20	0.71	1.48	 1.14	 0.63	 4.04	10.61
185	0.53	0.03	0.00	0.00	0.43	9.18	1.14	0.63	0.63	6.67
186	0.35	0.00	0.13	0.00	0.52	6.30	0.63	2.62	0.63	7.85
187	0.78	0.03	0.00	0.00	0.19	13.08	 1.14	 0.63	 0.63	 3.25
188	0.05	0.03	0.67	0.20	0.04	1.48	 1.14	10.87	 4.04	 1.22
189	0.00	0.08	0.50	0.20	0.22	0.63	1.83	8.27	4.04	3.69
190	0.05	0.36	0.24	0.00	0.34	1.48	5.93	4.32	0.63	5.45
191	0.05	0.15	0.00	0.20	0.60	1.48	2.78	0.63	4.04	9.04
192	0.12	0.15	0.00	0.20	0.53	2.63	2.78	0.63	4.04	8.03
193	0.00	0.15	0.00	0.00	0.85	0.63	 2.78	 0.63	 0.63	12.58
194	0.00	0.00	0.13	0.00	0.87	0.63	 0.63	 2.62	 0.63	12.81
195	0.12	0.24	0.18	0.00	0.46	2.63	4.10	3.31	0.63	7.12
196	0.12	0.15	0.34	0.00	0.39	2.63	2.78	5.80	0.63	6.10
197	0.00	0.77	0.00	0.00	0.23	0.63	11.92	 0.63	 0.63	 3.83
198	0.22	0.24	0.18	0.20	0.17	4.18	4.10	3.31	4.04	2.95
199	0.05	0.03	0.00	0.00	0.91	1.48	 1.14	 0.63	 0.63	13.41
200	0.22	0.03	0.36	0.00	0.38	4.18	1.14	6.19	0.63	5.95
201	0.22	0.77	0.00	0.00	0.01	4.18	11.92	 0.63	 0.63	 0.72
202	0.22	0.00	0.49	0.00	0.29	4.18	0.63	8.09	0.63	4.68
203	0.35	0.00	0.13	0.20	0.32	6.30	0.63	2.62	4.04	5.05
204	0.78	0.03	0.18	0.00	0.01	13.08	 1.14	 3.36	 0.63	 0.75
205	0.00	0.24	0.18	0.00	0.59	0.63	4.10	3.31	0.63	8.86
206	0.22	0.03	0.00	0.20	0.54	4.18	1.14	0.63	4.04	8.24
207	0.12	0.03	0.36	0.20	0.28	2.63	1.14	6.19	4.04	4.52
208	0.35	0.15	0.13	0.20	0.17	6.30	2.78	2.57	4.04	3.03
209	0.00	0.00	0.00	0.00	1.00	0.63	 0.63	 0.63	 0.63	14.63
210	0.22	0.08	0.09	0.00	0.60	4.18	1.83	2.04	0.63	9.09
211	0.53	0.03	0.07	0.00	0.36	9.18	1.14	1.66	0.63	5.73
212	0.12	0.03	0.36	0.00	0.48	2.63	1.14	6.19	0.63	7.32
213	0.22	0.08	0.00	0.00	0.70	4.18	 1.83	 0.63	 0.63	10.38
214	0.22	0.00	0.05	0.20	0.53	4.18	0.63	1.38	4.04	8.04
215	0.35	0.03	0.18	0.00	0.43	6.30	1.14	3.36	0.63	6.69
216	0.00	0.15	0.34	0.20	0.31	0.63	2.78	5.80	4.04	5.04
217	0.05	0.15	0.34	0.00	0.46	1.48	2.78	5.80	0.63	7.10
218	0.35	0.24	0.18	0.20	0.03	6.30	4.10	3.31	4.04	1.10
219	0.12	0.15	0.13	0.00	0.60	2.63	2.78	2.57	0.63	9.05
220	0.53	0.03	0.07	0.20	0.16	9.18	1.14	1.66	4.04	2.93
221	0.53	0.24	0.18	0.00	0.05	9.18	4.10	3.31	0.63	1.38
222	0.00	0.00	0.26	0.00	0.74	0.63	 0.63	 4.68	 0.63	10.93
223	0.05	0.15	0.00	0.00	0.80	1.48	 2.78	 0.63	 0.63	11.84
224	0.53	0.00	0.00	0.20	0.27	9.18	0.63	0.63	4.04	4.35
225	0.05	0.00	0.05	0.00	0.90	1.48	 0.63	 1.38	 0.63	13.21
226	0.12	0.08	0.00	0.20	0.59	2.63	1.83	0.63	4.04	8.95
227	0.00	0.53	0.00	0.00	0.47	0.63	8.45	0.63	0.63	7.16
228	0.12	0.15	0.69	0.00	0.04	2.63	 2.78	11.14	 0.63	 1.20
229	0.22	0.15	0.13	0.00	0.50	4.18	2.78	2.57	0.63	7.69
230	0.00	0.24	0.00	0.20	0.56	0.63	4.10	0.63	4.04	8.51
231	0.53	0.00	0.26	0.20	0.00	9.18	0.63	4.68	4.04	0.64
232	0.12	0.08	0.25	0.20	0.35	2.63	1.83	4.38	4.04	5.51
233	0.12	0.00	0.00	0.00	0.88	2.63	 0.63	 0.63	 0.63	12.89
234	0.00	0.15	0.00	0.79	0.06	0.63	 2.78	 0.63	14.17	 1.46
235	0.53	0.08	0.00	0.20	0.18	9.18	1.83	0.63	4.04	3.21
236	0.35	0.03	0.36	0.20	0.05	6.30	1.14	6.19	4.04	1.30
237	0.12	0.03	0.18	0.00	0.66	2.63	1.14	3.36	0.63	9.91
238	0.05	0.03	0.07	0.00	0.85	1.48	 1.14	 1.66	 0.63	12.47
239	0.53	0.08	0.00	0.00	0.38	9.18	1.83	0.63	0.63	6.01
240	0.05	0.00	0.26	0.00	0.68	1.48	 0.63	 4.68	 0.63	10.19
241	0.05	0.00	0.00	0.00	0.95	1.48	 0.63	 0.63	 0.63	13.89
242	0.35	0.08	0.25	0.20	0.12	6.30	1.83	4.38	4.04	2.29
243	0.05	0.03	0.18	0.00	0.73	1.48	 1.14	 3.36	 0.63	10.91
244	0.00	0.00	0.13	0.20	0.67	0.63	 0.63	 2.62	 4.04	10.01
245	0.35	0.03	0.18	0.20	0.23	6.30	1.14	3.36	4.04	3.89
246	0.00	0.03	0.36	0.00	0.60	0.63	1.14	6.19	0.63	9.06
247	0.12	0.00	0.13	0.20	0.55	2.63	0.63	2.62	4.04	8.27
248	0.00	0.77	0.00	0.20	0.03	0.63	11.92	 0.63	 4.04	 1.03
249	0.22	0.08	0.25	0.20	0.25	4.18	1.83	4.38	4.04	4.14
250	0.53	0.08	0.25	0.00	0.14	9.18	1.83	4.38	0.63	2.57
251	0.53	0.00	0.13	0.20	0.14	9.18	0.63	2.62	4.04	2.53
252	0.22	0.00	0.26	0.20	0.31	4.18	0.63	4.68	4.04	5.02
253	0.05	0.15	0.34	0.20	0.26	1.48	2.78	5.80	4.04	4.30
254	0.12	0.00	0.00	0.20	0.68	2.63	 0.63	 0.63	 4.04	10.09
255	0.00	0.15	0.69	0.00	0.16	0.63	 2.78	11.14	 0.63	 2.94
256	0.00	0.08	0.00	0.79	0.12	0.63	 1.83	 0.63	14.17	 2.38
257	0.22	0.24	0.47	0.00	0.07	4.18	4.10	7.75	0.63	1.68
258	0.05	0.08	0.25	0.20	0.42	1.48	1.83	4.38	4.04	6.51
259	0.00	0.15	0.13	0.00	0.73	0.63	 2.78	 2.57	 0.63	10.80
260	0.35	0.15	0.00	0.00	0.50	6.30	2.78	0.63	0.63	7.61
261	0.22	0.24	0.00	0.20	0.34	4.18	4.10	0.63	4.04	5.40
262	0.00	0.24	0.00	0.00	0.76	0.63	 4.10	 0.63	 0.63	11.31
263	0.35	0.00	0.26	0.00	0.38	6.30	0.63	4.68	0.63	5.96
264	0.22	0.15	0.34	0.20	0.09	4.18	2.78	5.80	4.04	1.93
265	0.12	0.77	0.00	0.00	0.10	2.63	11.92	 0.63	 0.63	 2.08
266	0.05	0.00	0.05	0.79	0.10	1.48	 0.63	 1.38	14.17	 2.10
267	0.05	0.15	0.69	0.00	0.11	1.48	 2.78	11.14	 0.63	 2.20
268	0.22	0.08	0.50	0.00	0.20	4.18	1.83	8.27	0.63	3.38
269	0.00	0.08	0.00	0.00	0.92	0.63	 1.83	 0.63	 0.63	13.49
270	0.12	0.08	0.50	0.00	0.29	2.63	1.83	8.27	0.63	4.75
271	0.00	0.15	0.13	0.20	0.53	0.63	2.78	2.57	4.04	8.00
272	0.05	0.03	0.00	0.79	0.12	1.48	 1.14	 0.63	14.17	 2.30
273	0.12	0.24	0.47	0.00	0.17	2.63	4.10	7.75	0.63	3.05
274	0.05	0.08	0.25	0.00	0.62	1.48	1.83	4.38	0.63	9.31
275	0.22	0.00	0.05	0.00	0.73	4.18	 0.63	 1.38	 0.63	10.84
276	0.22	0.24	0.18	0.00	0.37	4.18	4.10	3.31	0.63	5.75
277	0.35	0.53	0.00	0.00	0.11	6.30	8.45	0.63	0.63	2.19
278	0.12	0.00	0.26	0.20	0.41	2.63	0.63	4.68	4.04	6.38
279	0.22	0.36	0.24	0.00	0.17	4.18	5.93	4.32	0.63	3.08
280	0.00	0.08	0.09	0.79	0.03	0.63	 1.83	 2.04	14.17	 1.09
281	0.05	0.15	0.13	0.00	0.67	1.48	 2.78	 2.57	 0.63	10.06
282	0.35	0.00	0.49	0.00	0.16	6.30	0.63	8.09	0.63	2.83
283	0.05	0.00	0.00	0.20	0.75	1.48	 0.63	 0.63	 4.04	11.09
284	0.05	0.03	0.36	0.00	0.55	1.48	1.14	6.19	0.63	8.32
285	0.00	0.03	0.07	0.79	0.10	0.63	 1.14	 1.66	14.17	 2.10
Mixer 2
Code#	Flow_Sm	Flow_Dy	Flow_Tm	Flow_CeTb	Flow_Eu	P_Sm	P_Dy	P_Tm	P_CeTb	P_Eu
1	0.22	0.36	0.00	0.20	0.22	3.61	5.62	0.29	3.09	3.31
2	0.35	0.15	0.13	0.00	0.37	5.59	2.45	2.31	0.29	5.48
3	0.12	0.36	0.24	0.20	0.07	2.15	5.62	4.12	3.09	1.29
4	0.05	0.00	0.86	0.00	0.09	1.08	 0.29	13.96	 0.29	 1.51
5	0.05	0.08	0.09	0.00	0.77	1.08	 1.49	 1.75	 0.29	11.11
6	0.12	0.03	0.07	0.00	0.77	2.15	 0.79	 1.35	 0.29	11.12
7	0.12	0.03	0.07	0.20	0.57	2.15	0.79	1.35	3.09	8.32
8	0.35	0.24	0.00	0.20	0.21	5.59	3.78	0.29	3.09	3.20
9	0.12	0.00	0.13	0.00	0.75	2.15	 0.29	 2.35	 0.29	10.72
10	0.12	0.00	0.05	0.79	0.03	2.15	 0.29	 1.06	11.40	 0.75
11	0.22	0.03	0.36	0.20	0.18	3.61	0.79	6.07	3.09	2.81
12	0.00	0.08	0.25	0.00	0.67	0.29	1.49	4.19	0.29	9.70
